CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_enc,Gender_enc,Cluster,DBSCAN
673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0,1,0,0,-1
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0,2,1,1,-1
708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,2,0,1,-1
549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1,1,1,0,-1
528,France,Female,26,10,102073.67,2,0,0,166799.93,0,0,0,2,-1
686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1,2,1,1,-1
564,France,Male,26,7,84006.88,2,0,0,183490.99,0,0,1,1,-1
662,France,Male,74,6,0.0,2,1,0,123583.85,0,0,1,1,-1
850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0,1,1,1,-1
757,France,Female,71,0,88084.13,2,1,1,154337.47,0,0,0,0,-1
438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1,1,1,2,-1
622,France,Female,39,9,83456.79,2,0,0,38882.34,0,0,0,1,-1
553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0,2,0,2,-1
787,France,Male,51,0,58137.08,1,0,1,142538.31,0,0,1,0,-1
775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,1,0,3,-1
479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0,1,1,0,-1
721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,1,1,2,-1
845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0,2,0,2,-1
602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1,1,0,2,-1
771,France,Female,23,7,156123.73,1,1,0,72990.62,0,0,0,3,-1
672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0,1,1,0,-1
812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1,2,0,1,-1
672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0,1,0,2,-1
850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1,1,0,1,-1
437,France,Female,39,0,102721.49,1,0,0,22191.82,0,0,0,2,-1
826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1,2,0,3,-1
660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0,1,0,2,-1
771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0,1,1,0,-1
512,France,Female,75,2,0.0,1,1,0,123304.62,0,0,0,1,-1
597,Spain,Female,66,3,0.0,1,1,1,70532.53,0,2,0,1,-1
634,France,Female,45,2,0.0,4,1,0,101039.53,1,0,0,1,-1
497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1,1,0,1,-1
652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1,1,1,2,-1
798,France,Male,34,9,154495.79,1,1,0,191395.88,0,0,1,3,-1
548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0,2,1,2,-1
850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1,2,1,3,-1
850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1,1,1,0,-1
537,France,Male,59,9,0.0,2,0,0,103799.77,1,0,1,1,-1
528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1,1,0,2,-1
705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1,1,0,2,-1
697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0,2,0,0,-1
534,France,Male,52,1,0.0,3,1,1,104035.41,1,0,1,1,-1
635,France,Female,78,6,47536.4,1,1,1,119400.08,0,0,0,0,-1
650,France,Female,31,1,160566.11,2,0,0,27073.81,0,0,0,2,-1
681,France,Male,25,5,0.0,1,0,1,90860.97,0,0,1,1,-1
797,France,Female,55,10,0.0,4,1,1,49418.87,1,0,0,1,-1
748,France,Female,49,7,29602.08,1,0,0,163550.58,1,0,0,1,-1
567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0,2,1,2,-1
510,France,Female,45,10,103821.47,2,0,1,77878.62,0,0,0,0,-1
850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1,1,1,0,-1
789,France,Female,27,8,66201.96,1,1,1,79458.12,0,0,0,0,-1
446,Germany,Male,25,3,136202.78,1,1,0,176743.51,0,1,1,2,-1
597,France,Female,60,0,131778.08,1,0,0,10703.53,1,0,0,2,-1
712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,2,1,1,-1
805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0,1,0,1,-1
524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0,1,0,2,-1
578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1,1,0,2,-1
780,France,Female,43,0,0.0,1,0,1,15705.27,0,0,0,1,-1
652,Spain,Male,58,6,0.0,2,0,1,170025.43,0,2,1,1,-1
616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1,1,0,0,-1
850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0,1,1,3,-1
706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1,1,0,1,-1
537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0,2,1,0,-1
536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1,2,1,2,-1
844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,2,1,0,-1
652,France,Male,27,10,107303.72,2,0,0,44435.76,0,0,1,2,-1
660,France,Male,33,0,72783.42,1,0,0,181051.99,0,0,1,0,-1
692,Spain,Female,44,8,0.0,1,0,1,159069.37,0,2,0,1,-1
533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0,1,0,2,-1
754,France,Male,39,3,74896.33,1,0,0,34430.16,0,0,1,0,-1
567,France,Female,23,9,93522.2,1,0,1,81425.61,0,0,0,0,-1
646,France,Male,18,10,0.0,2,0,1,52795.15,0,0,1,1,-1
702,France,Female,40,1,103549.24,1,0,0,9712.52,1,0,0,2,-1
511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0,2,0,0,-1
663,Spain,Male,64,6,0.0,2,0,1,15876.52,0,2,1,1,-1
537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1,1,0,1,-1
696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,2,0,1,-1
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,2,0,0,-1
613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,1,1,2,-1
850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,2,0,1,-1
664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,2,0,2,-1
621,Spain,Male,34,8,0.0,1,0,0,47972.65,0,2,1,1,-1
775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,1,0,2,-1
745,France,Female,32,2,0.0,4,0,1,179705.13,1,0,0,1,-1
794,France,Male,24,10,146126.75,1,1,1,88992.05,0,0,1,0,-1
617,France,Female,79,7,0.0,1,1,1,160589.18,0,0,0,1,-1
762,France,Male,32,10,191775.65,1,1,0,179657.83,0,0,1,3,-1
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,2,1,1,-1
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,1,1,0,-1
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,1,1,1,-1
796,France,Male,44,8,165326.2,1,1,1,57205.55,0,0,1,3,-1
663,Spain,Female,22,9,0.0,1,1,0,29135.89,1,2,0,1,-1
645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0,2,0,0,-1
464,France,Female,33,10,147493.7,2,1,0,100447.53,0,0,0,2,-1
669,France,Male,50,4,149713.61,3,1,1,124872.42,1,0,1,0,-1
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,2,1,1,-1
437,France,Male,49,9,111634.29,2,0,1,166440.32,0,0,1,0,-1
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,1,0,1,-1
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,1,0,0,-1
803,France,Female,32,9,192122.84,1,1,1,54277.45,1,0,0,3,-1
673,France,Male,59,0,178058.06,2,0,1,21063.71,1,0,1,0,-1
407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,2,1,1,-1
748,France,Male,60,0,152335.7,1,1,0,126743.33,1,0,1,2,-1
539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,2,0,0,-1
717,France,Female,36,2,99472.76,2,1,0,94274.72,1,0,0,1,-1
526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,2,0,2,-1
792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0,1,1,2,-1
817,Germany,Male,58,3,114327.59,2,1,1,42831.11,0,1,1,0,-1
420,Germany,Female,31,1,108377.75,2,1,1,9904.63,0,1,0,0,-1
763,France,Female,38,0,152582.2,2,0,0,31892.82,0,0,0,3,-1
658,France,Male,20,7,0.0,2,0,0,187638.34,0,0,1,1,-1
621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1,1,1,2,-1
604,Spain,Male,41,3,0.0,1,0,0,11819.84,0,2,1,1,-1
638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,2,0,0,-1
667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,2,0,2,-1
794,France,Female,62,9,123681.32,3,1,0,173586.63,1,0,0,2,-1
796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1,1,0,3,-1
834,Germany,Female,68,9,130169.27,2,0,1,93112.2,0,1,0,0,-1
554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1,2,0,1,-1
575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,1,1,1,-1
480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1,2,1,0,-1
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,1,0,0,-1
491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,1,0,0,-1
562,Germany,Male,33,8,92659.2,2,1,0,1354.25,0,1,1,1,-1
536,France,Female,61,8,65190.29,1,1,1,64308.49,1,0,0,0,-1
829,Spain,Male,50,7,0.0,2,0,1,178458.86,0,2,1,1,-1
755,France,Female,29,3,0.0,3,1,0,4733.94,0,0,0,1,-1
640,Spain,Male,36,4,0.0,1,0,0,173016.46,0,2,1,1,-1
767,Germany,Male,23,2,139542.82,1,0,1,28038.28,0,1,1,0,-1
753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1,1,0,2,-1
849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0,1,1,0,-1
712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,2,0,0,-1
724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1,2,0,2,-1
719,Spain,Male,50,2,0.0,2,0,0,10772.13,0,2,1,1,-1
740,Spain,Male,43,9,0.0,1,1,0,199290.68,1,2,1,1,-1
543,France,Male,42,4,89838.71,3,1,0,85983.54,1,0,1,1,-1
650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,1,0,0,-1
705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,2,0,0,-1
662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,2,1,2,-1
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,2,0,2,-1
754,France,Female,47,1,185513.67,1,1,0,27438.83,0,0,0,3,-1
678,France,Male,60,8,185648.56,1,0,0,192156.54,1,0,1,2,-1
757,France,Male,31,10,39539.39,2,0,0,192519.39,0,0,1,1,-1
663,France,Male,26,5,141462.13,1,1,0,440.2,0,0,1,2,-1
832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,2,1,0,-1
542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,2,1,0,-1
654,Spain,Female,54,5,0.0,2,0,1,47139.06,0,2,0,1,-1
508,France,Female,38,3,166328.65,2,0,1,22614.19,0,0,0,0,-1
439,France,Female,66,9,0.0,1,1,0,65535.56,0,0,0,1,-1
850,France,Female,55,10,98488.08,1,1,0,155879.57,1,0,0,0,-1
717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0,1,0,0,-1
698,France,Female,51,6,144237.91,4,1,0,157143.61,1,0,0,2,-1
762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,2,0,3,-1
842,Spain,Male,46,9,0.0,1,0,0,17268.02,0,2,1,1,-1
850,France,Male,33,7,140956.99,1,0,0,3510.18,0,0,1,2,-1
455,Spain,Female,43,6,0.0,1,1,1,81250.79,0,2,0,1,-1
850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0,1,1,1,-1
569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0,2,1,0,-1
663,Spain,Male,30,4,0.0,3,1,0,101371.05,0,2,1,1,-1
826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0,2,1,2,-1
696,France,Male,27,4,87637.26,2,0,0,196111.35,0,0,1,1,-1
804,France,Female,71,8,0.0,2,0,1,147995.96,0,0,0,1,-1
512,Germany,Male,42,9,93955.83,2,1,0,14828.54,0,1,1,1,-1
430,France,Female,33,8,0.0,1,1,1,69759.91,0,0,0,1,-1
756,France,Male,28,8,179960.2,1,1,0,89938.08,0,0,1,3,-1
571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,1,1,2,-1
662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,2,0,0,-1
822,France,Male,38,6,128289.7,3,1,0,9149.96,1,0,1,2,-1
645,France,Female,68,9,0.0,4,1,1,176353.87,1,0,0,1,-1
462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0,1,0,1,-1
463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,2,1,2,-1
799,France,Female,63,1,110314.21,2,1,0,37464.0,1,0,0,2,-1
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,2,0,2,-1
807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0,1,0,0,-1
582,France,Male,52,2,151457.88,1,0,1,40893.61,0,0,1,0,-1
547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,2,0,1,-1
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,2,0,0,-1
572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,1,1,-1
543,France,Female,71,1,104308.77,1,1,1,25650.04,0,0,0,0,-1
531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,2,0,1,-1
449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0,2,0,2,-1
783,France,Female,72,5,121215.9,2,1,1,105206.48,0,0,0,0,-1
743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,1,1,2,-1
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0,1,0,1,-1
815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,2,0,1,-1
807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0,1,1,3,-1
771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,2,1,0,-1
670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0,1,0,1,-1
538,France,Female,62,3,75051.49,1,0,0,17682.02,1,0,0,0,-1
606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0,2,0,0,-1
850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0,2,1,0,-1
642,France,Male,72,1,160541.0,2,1,1,142223.94,0,0,1,0,-1
642,France,Male,48,9,118317.27,4,0,0,78702.98,1,0,1,2,-1
669,Spain,Male,22,10,0.0,2,1,0,176163.74,0,2,1,1,-1
574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,1,1,0,-1
735,France,Female,38,1,0.0,3,0,0,92220.12,1,0,0,1,-1
723,France,Female,40,7,142856.95,2,0,0,38019.74,0,0,0,2,-1
531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,1,0,0,-1
682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,2,0,0,-1
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,1,1,0,-1
558,France,Female,45,1,153697.53,2,0,0,89891.4,1,0,0,2,-1
531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,2,1,2,-1
647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0,1,0,1,-1
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,1,0,3,-1
828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,2,1,2,-1
655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,2,0,1,-1
383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,2,0,0,-1
815,France,Male,37,1,166115.42,1,1,0,67208.3,0,0,1,3,-1
817,France,Female,37,6,81070.34,2,1,0,80985.88,0,0,0,1,-1
641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0,0,0,-1
648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,1,0,2,-1
717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,1,0,1,-1
609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0,1,1,0,-1
583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0,1,0,1,-1
771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,2,0,1,-1
569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,1,1,2,-1
684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,2,0,2,-1
494,Spain,Male,67,5,0.0,2,1,1,85890.16,0,2,1,1,-1
816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,1,0,3,-1
775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0,1,1,1,-1
597,Spain,Male,35,9,0.0,3,0,1,73181.39,1,2,1,1,-1
786,France,Male,37,7,165896.22,2,1,1,66977.68,0,0,1,3,-1
641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0,1,1,2,-1
623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,2,0,1,-1
520,France,Female,29,8,95947.76,1,1,0,4696.44,0,0,0,0,-1
621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,2,0,1,-1
477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,1,0,1,-1
496,France,Male,30,0,90963.49,1,0,1,27802.0,0,0,1,0,-1
667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,2,1,0,-1
743,France,Female,73,6,0.0,2,0,1,107867.38,0,0,0,1,-1
639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,2,1,2,-1
766,France,Female,26,3,104258.8,1,1,1,428.23,0,0,0,0,-1
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,1,0,3,-1
644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,2,0,1,-1
447,France,Male,41,3,0.0,4,1,1,197490.39,1,0,1,1,-1
746,France,Male,25,9,0.0,2,0,1,88728.47,0,0,1,1,-1
507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0,0,2,-1
829,France,Female,22,7,150126.44,1,1,0,152107.93,1,0,0,3,-1
836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,2,0,3,-1
645,France,Female,45,8,85325.93,1,0,0,22558.74,0,0,0,0,-1
747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1,1,2,-1
520,France,Male,30,3,143396.54,2,1,1,898.51,0,0,1,0,-1
689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,1,0,0,-1
809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,1,0,1,-1
732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,2,1,0,-1
584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,2,0,1,-1
684,France,Male,60,2,116563.58,1,1,0,120257.7,1,0,1,2,-1
613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,1,1,0,-1
636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,2,1,1,-1
709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,2,0,1,-1
850,France,Female,35,6,81684.97,1,1,0,824.0,0,0,0,0,-1
530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,1,1,0,-1
596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,1,1,1,-1
453,France,Female,37,4,131834.76,2,1,0,8949.2,0,0,0,2,-1
748,France,Male,40,3,95297.11,1,0,0,171515.84,0,0,1,0,-1
479,France,Female,33,2,208165.53,1,0,0,50774.81,1,0,0,2,-1
658,Spain,Male,21,7,0.0,2,0,1,154279.87,0,2,1,1,-1
794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,2,1,0,-1
732,France,Male,55,9,136576.02,1,0,1,3268.17,1,0,1,0,-1
495,France,Female,38,2,63093.01,1,1,1,47089.72,0,0,0,0,-1
583,France,Female,27,4,0.0,3,1,0,163113.41,0,0,0,1,-1
692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,1,1,2,-1
679,France,Male,47,10,198546.1,2,1,0,191198.92,1,0,1,2,-1
508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,2,1,1,-1
850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,2,1,0,-1
834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,1,0,2,-1
612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,1,1,0,-1
850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,1,0,0,-1
773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,2,1,2,-1
537,France,Female,38,10,0.0,1,0,0,52337.97,1,0,0,1,-1
677,France,Female,24,0,148298.59,2,0,0,182913.95,0,0,0,2,-1
668,France,Female,53,10,110240.04,1,0,0,183980.56,1,0,0,2,-1
629,France,Female,37,10,99546.25,3,0,1,25136.95,1,0,0,1,-1
708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,2,1,0,-1
521,Spain,Female,22,10,0.0,1,1,1,101311.95,0,2,0,1,-1
636,France,Female,24,9,0.0,2,0,1,38830.72,0,0,0,1,-1
850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0,1,1,2,-1
593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,1,1,0,-1
452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0,1,1,0,-1
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,1,0,0,-1
754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,2,1,3,-1
576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,2,1,0,-1
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,2,1,1,-1
655,France,Male,28,10,0.0,2,0,1,126565.21,0,0,1,1,-1
462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,1,1,1,-1
627,France,Male,73,0,146329.73,1,0,1,43615.67,0,0,1,0,-1
686,France,Male,60,9,0.0,3,1,1,75246.21,1,0,1,1,-1
779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,1,0,2,-1
611,France,Female,30,9,88594.14,1,1,0,196332.45,0,0,0,0,-1
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,1,1,2,-1
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,2,0,1,-1
508,France,Female,64,2,0.0,1,1,1,6076.62,0,0,0,1,-1
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,1,0,3,-1
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1,0,3,-1
710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0,1,1,0,-1
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,2,0,1,-1
657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,2,1,0,-1
579,France,Female,26,10,162482.76,1,1,1,18458.2,0,0,0,0,-1
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,1,1,1,-1
769,France,Female,73,1,0.0,1,1,1,29792.11,0,0,0,1,-1
850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0,1,0,1,-1
611,France,Male,53,3,83568.26,1,0,0,1235.49,0,0,1,0,-1
775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,2,1,3,-1
604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,0,0,-1
850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0,1,0,1,-1
612,France,Male,41,5,0.0,3,0,0,151256.22,0,0,1,1,-1
802,Spain,Male,51,7,0.0,1,0,1,40855.79,0,2,1,1,-1
807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,1,2,-1
513,France,Female,45,0,164649.52,3,1,0,49915.52,1,0,0,2,-1
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,1,0,-1
395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,1,0,0,-1
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,1,1,2,-1
690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0,1,1,2,-1
696,Spain,Male,24,9,0.0,1,0,0,10883.52,0,2,1,1,-1
602,France,Female,72,3,0.0,2,1,1,171260.66,0,0,0,1,-1
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,2,0,2,-1
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,2,1,2,-1
535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,2,0,2,-1
807,France,Female,34,1,0.0,1,0,0,114448.13,0,0,0,1,-1
705,France,Male,25,9,0.0,2,0,1,112331.19,0,0,1,1,-1
844,France,Female,41,10,76319.64,1,1,1,141175.18,1,0,0,0,-1
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,2,1,2,-1
627,Spain,Female,55,6,0.0,1,0,0,91943.94,1,2,0,1,-1
660,Spain,Female,42,5,0.0,3,1,1,189016.24,1,2,0,1,-1
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,1,0,2,-1
413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0,1,1,0,-1
743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,2,0,2,-1
707,France,Male,35,2,0.0,3,1,1,94148.3,0,0,1,1,-1
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,2,0,1,-1
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,2,0,1,-1
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0,2,1,0,-1
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,1,1,0,-1
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,1,1,3,-1
672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0,1,0,1,-1
772,France,Male,47,9,152347.01,1,0,1,17671.78,0,0,1,3,-1
415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,2,1,0,-1
753,France,Male,92,3,121513.31,1,0,1,195563.99,0,0,1,0,-1
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1,1,1,2,-1
636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,2,0,0,-1
497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1,1,1,0,-1
850,France,Male,32,4,156001.68,2,1,1,151677.31,0,0,1,3,-1
841,France,Female,31,3,162701.65,2,1,1,126794.56,0,0,0,3,-1
753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0,1,0,1,-1
617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1,1,0,1,-1
455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0,1,0,0,-1
596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1,1,1,2,-1
850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,1,1,1,-1
487,France,Male,24,7,133628.09,2,1,1,98570.01,0,0,1,0,-1
513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,2,0,0,-1
803,France,Female,65,2,151659.52,2,0,1,6930.17,0,0,0,3,-1
607,Spain,Female,32,7,0.0,3,0,1,10674.62,0,2,0,1,-1
521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1,2,0,1,-1
663,France,Female,42,1,82228.67,2,1,0,71359.78,0,0,0,1,-1
651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1,1,0,0,-1
511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,1,0,0,-1
756,France,Male,67,4,0.0,3,1,1,93081.87,0,0,1,1,-1
